Mant. Instrumental,1,NaN,0,1
Mant. Instrumental,2,NaN,0,1
Mant. Instrumental,3,NaN,0,1
Mant. Instrumental,4,NaN,0,1
Mant. Instrumental,5,NaN,0,1
Mant. Instrumental,6,NaN,0,1
Mant. Instrumental,7,NaN,0,1
Mant. Instrumental,8,NaN,0,1
Mant. Instrumental,9,NaN,0,1
Mant. Instrumental,10,NaN,0,1
Mant. Instrumental,11,NaN,0,1
Mant. Instrumental,12,NaN,0,1
Mant. Instrumental,1,NaN,0,1
Mant. Instrumental,2,NaN,0,1
Mant. Instrumental,3,NaN,0,1
Mant. Instrumental,4,NaN,0,1
Mant. Instrumental,5,NaN,0,1
Mant. Instrumental,6,NaN,0,1
Mant. Instrumental,7,NaN,0,1
Mant. Instrumental,8,NaN,0,1
Mant. Instrumental,9,NaN,0,1
Mant. Instrumental,10,NaN,0,1
Mant. Instrumental,11,NaN,0,1
Mant. Instrumental,12,NaN,0,1
Mant. Instrumental,1,NaN,0,1
Mant. Instrumental,2,NaN,0,1
Mant. Instrumental,3,NaN,0,1
Mant. Instrumental,4,NaN,0,1
Mant. Instrumental,5,NaN,0,1
Mant. Instrumental,6,NaN,0,1
Mant. Instrumental,7,NaN,0,1
Mant. Instrumental,8,NaN,0,1
Mant. Instrumental,9,NaN,0,1
Mant. Instrumental,10,NaN,0,1
Mant. Instrumental,11,NaN,0,1
Mant. Instrumental,12,NaN,0,1
Mant. Instrumental,1,NaN,0,1
Mant. Instrumental,2,NaN,0,1
Mant. Instrumental,3,NaN,0,1
Mant. Instrumental,4,NaN,0,1
Mant. Instrumental,5,NaN,0,1
Mant. Instrumental,6,NaN,0,1
Mant. Instrumental,7,NaN,0,1
Mant. Instrumental,8,NaN,0,1
Mant. Instrumental,9,NaN,0,1
Mant. Instrumental,10,NaN,0,1
Mant. Instrumental,11,NaN,0,1
Mant. Instrumental,12,NaN,0,1
Mant. Instrumental,1,NaN,0,1
Mant. Instrumental,2,NaN,0,1
Mant. Instrumental,3,NaN,0,1
Mant. Instrumental,4,NaN,0,1
Mant. Instrumental,5,NaN,0,1
Mant. Instrumental,6,NaN,0,1
Mant. Instrumental,7,NaN,0,1
Mant. Instrumental,8,NaN,0,1
Mant. Instrumental,9,NaN,0,1
Mant. Instrumental,10,NaN,0,1
Mant. Instrumental,11,NaN,0,1
Mant. Instrumental,12,NaN,0,1
Mant. Instrumental,1,NaN,0,1
Mant. Instrumental,2,NaN,0,1
Mant. Instrumental,3,NaN,0,1
Mant. Instrumental,4,NaN,0,1
Mant. Instrumental,5,NaN,0,1
Mant. Instrumental,6,NaN,0,1
Mant. Instrumental,7,NaN,0,1
Mant. Instrumental,8,NaN,0,1
Mant. Instrumental,9,NaN,0,1
Mant. Instrumental,10,NaN,0,1
Mant. Instrumental,11,NaN,0,1
Mant. Instrumental,12,NaN,0,1
