Supervisores,1,NaN,0,1
Supervisores,2,NaN,0,1
Supervisores,3,NaN,0,1
Supervisores,4,NaN,0,1
Supervisores,5,NaN,0,1
Supervisores,6,NaN,0,1
Supervisores,7,NaN,0,1
Supervisores,8,NaN,0,1
Supervisores,9,NaN,0,1
Supervisores,10,NaN,0,1
Supervisores,11,NaN,0,1
Supervisores,12,NaN,0,1
Supervisores,1,NaN,0,1
Supervisores,2,NaN,0,1
Supervisores,3,NaN,0,1
Supervisores,4,NaN,0,1
Supervisores,5,NaN,0,1
Supervisores,6,NaN,0,1
Supervisores,7,NaN,0,1
Supervisores,8,NaN,0,1
Supervisores,9,NaN,0,1
Supervisores,10,NaN,0,1
Supervisores,11,NaN,0,1
Supervisores,12,NaN,0,1
Supervisores,1,NaN,0,1
Supervisores,2,NaN,0,1
Supervisores,3,NaN,0,1
Supervisores,4,NaN,0,1
Supervisores,5,NaN,0,1
Supervisores,6,NaN,0,1
Supervisores,7,NaN,0,1
Supervisores,8,NaN,0,1
Supervisores,9,NaN,0,1
Supervisores,10,NaN,0,1
Supervisores,11,NaN,0,1
Supervisores,12,NaN,0,1
Supervisores,1,NaN,0,1
Supervisores,2,NaN,0,1
Supervisores,3,NaN,0,1
Supervisores,4,NaN,0,1
Supervisores,5,NaN,0,1
Supervisores,6,NaN,0,1
Supervisores,7,NaN,0,1
Supervisores,8,NaN,0,1
Supervisores,9,NaN,0,1
Supervisores,10,NaN,0,1
Supervisores,11,NaN,0,1
Supervisores,12,NaN,0,1
Supervisores,1,NaN,0,1
Supervisores,2,NaN,0,1
Supervisores,3,NaN,0,1
Supervisores,4,NaN,0,1
Supervisores,5,NaN,0,1
Supervisores,6,NaN,0,1
Supervisores,7,NaN,0,1
Supervisores,8,NaN,0,1
Supervisores,9,NaN,0,1
Supervisores,10,NaN,0,1
Supervisores,11,NaN,0,1
Supervisores,12,NaN,0,1
Supervisores,1,NaN,0,1
Supervisores,2,NaN,0,1
Supervisores,3,NaN,0,1
Supervisores,4,NaN,0,1
Supervisores,5,NaN,0,1
Supervisores,6,NaN,0,1
Supervisores,7,NaN,0,1
Supervisores,8,NaN,0,1
Supervisores,9,NaN,0,1
Supervisores,10,NaN,0,1
Supervisores,11,NaN,0,1
Supervisores,12,NaN,0,1
